Ticker,AverageTarget,MaxTarget,LowTarget,CurrentPrice
ZWS,36.0,43.0,29.0,38.0
ZVRA,23.0,29.0,18.0,10.0
ZVIA,3.0,3.0,3.0,3.0
ZURA,14.0,26.0,3.0,1.0
ZUMZ,25.0,25.0,25.0,14.0
ZTS,204.0,244.0,155.0,151.0
ZTO,21.0,24.0,19.0,19.0
ZS,296.0,385.0,207.0,290.0
ZM,87.0,115.0,71.0,74.0
ZLAB,54.0,75.0,36.0,40.0
ZKH,4.0,4.0,4.0,3.0
ZK,31.0,38.0,26.0,29.0
ZION,60.0,71.0,52.0,54.0
ZIMV,17.0,23.0,10.0,18.0
ZIM,14.0,20.0,9.0,16.0
ZH,4.0,4.0,4.0,4.0
ZGN,8.0,10.0,7.0,8.0
ZG,82.0,95.0,60.0,77.0
ZEUS,41.0,41.0,41.0,32.0
ZETA,30.0,45.0,15.0,15.0
ZEPP,13.0,13.0,13.0,12.0
ZENA,9.0,9.0,9.0,4.0
ZD,47.0,95.0,33.0,31.0
ZBRA,348.0,425.0,254.0,331.0
ZBIO,36.0,45.0,30.0,16.0
ZBH,111.0,135.0,95.0,94.0
Z,83.0,100.0,71.0,79.0
YUMC,48.0,60.0,37.0,46.0
YPF,43.0,59.0,30.0,34.0
YOU,32.0,45.0,26.0,29.0
YMM,15.0,18.0,10.0,11.0
YMAB,15.0,26.0,3.0,4.0
YEXT,9.0,10.0,8.0,8.0
YETI,39.0,55.0,29.0,37.0
YELP,34.0,38.0,30.0,34.0
XYZ,74.0,115.0,50.0,78.0
XYL,149.0,165.0,125.0,131.0
XRX,9.0,11.0,8.0,5.0
XRAY,19.0,25.0,14.0,16.0
XPRO,11.0,12.0,10.0,11.0
XPOF,13.0,19.0,9.0,10.0
XPO,141.0,167.0,116.0,134.0
XPEV,23.0,31.0,16.0,18.0
XPER,13.0,15.0,12.0,6.0
XPEL,58.0,58.0,58.0,33.0
XOMA,69.0,104.0,35.0,26.0
XOM,125.0,144.0,105.0,112.0
XNCR,28.0,34.0,6.0,8.0
XMTR,35.0,48.0,21.0,31.0
XIFR,16.0,30.0,9.0,9.0
XHR,12.0,16.0,9.0,13.0
XGN,9.0,12.0,7.0,8.0
XERS,6.0,8.0,4.0,5.0
XEL,75.0,80.0,68.0,72.0
WYNN,114.0,127.0,100.0,109.0
WY,32.0,38.0,29.0,25.0
WWW,20.0,30.0,17.0,23.0
WWD,242.0,299.0,160.0,262.0
WVE,20.0,36.0,10.0,8.0
WULF,8.0,11.0,4.0,5.0
WU,8.0,10.0,7.0,8.0
WTW,367.0,400.0,305.0,302.0
WTS,234.0,290.0,199.0,252.0
WTRG,43.0,46.0,41.0,37.0
WTFC,145.0,162.0,115.0,131.0
WTBA,20.0,20.0,20.0,18.0
WT,12.0,15.0,10.0,13.0
WST,320.0,400.0,245.0,252.0
WSO,484.0,540.0,450.0,464.0
WSM,178.0,215.0,134.0,187.0
WSFS,63.0,70.0,55.0,56.0
WSC,40.0,54.0,32.0,31.0
WSBC,38.0,45.0,34.0,31.0
WRN,4.0,4.0,4.0,1.0
WRLD,10.0,10.0,10.0,159.0
